enterprise_id,enterprise_name
13735656-9,常州市银星彩印包装
25102171-1,常州市银杰包装
32380661-5,无锡市正大包装
73331226-3,无锡市真意包装材料
25003416-6,无锡市真言包装
70407014-6,无锡市裕达彩印包装
MA1MBCBF-4,江苏华东包装科技
75508619-9,江苏华港医药包装
55022448-X,江苏合愉包装材料
MA1MF4YF-0,江苏嘉裕包装
07277496-1,江苏嘉鑫包装印务
55120661-1,江苏恒彩印刷包装
72725809-6,江苏明宇包装科技
76280042-6,江苏瑞德医药包装
MA1MQPUF-2,江苏瑞成包装科技
MA1UR344-X,江苏瑞福包装
05187432-2,江苏神彩印刷包装材料
77686280-4,江苏金峰彩印包装
66960470-3,江苏金派包装
56029766-6,江苏黄海彩印包装
MA1T9EP6-0,江阴市澄远包装材料
68161295-X,苏州友兴包装制品
69075644-5,苏州宇航包装材料
60733653-9,上海依视路光学
75856299-8,上海澳加光学眼镜
08407795-2,上海誉逸眼镜
78387921-7,东莞怡亿眼镜
79628752-8,东莞新溢眼镜制造
56081756-1,东莞朗轩眼镜
MA3C8AK0-1,临朐县亨得利眼镜
60389424-2,丹东金冠钟表眼镜
MA0QA039-8,乌拉特后旗亨地利眼镜
MA00EQPD-X,北京西亨钟表眼镜股份
61203112-3,华茂光学工业厦门
73885436-0,南京宝科眼镜
MA0GUDN5-8,大同市朝聚眼镜
MA0UEQTB-6,大连茂芽眼镜
10312769-6,天津市亨得利钟表眼镜
MA2NLWEP-7,安徽佳典眼镜销售
MA3F21L9-7,山东忆展眼镜
MA3QERD7-6,平邑县睛润眼镜店
75209858-1,广东宝岛眼镜
MA5AMEQ4-1,广州海纳百昌眼镜
77117712-X,广州直通车眼镜
MA5AK6TK-9,广州金禧眼镜贸易
MA0KLY61-9,怀仁市精益眼镜
MA2TXH9A-2,望江县宝莱岛眼镜店
76382462-2,汇骏光学城河源
55927345-6,江苏万新光学
MA1YRBGD-5,江苏智瞳道合光学眼镜
MA0U52TH-0,沈阳裕财眼镜销售
66513358-8,海南康明眼镜
MA5EXR0Y-0,深圳市兴奥眼镜科技
15050135-3,中国十七冶集团
MA2UM6AN-6,中国十七冶集团工程科技分
MA2UF83Y-9,中国石油天然气股份安徽滁州销售分南洛高速黄泥段预留口
MA2UEB2P-1,中煤第三建设集团机电安装工程淮北龙湖分
07720044-9,六安市城乡建设
75851737-X,合肥交通投资控股
MA2TK525-3,合肥华兴空港投资
79012291-7,合肥市建设投资控股集团
70494776-1,合肥市水务环境建设投资
14902125-6,合肥市蜀山绿地建设综合开发
68978296-1,合肥市轨道交通集团
66793681-9,合肥新站建设投资
71998964-9,合肥高新建设投资集团
MA2N9WE5-8,同安控股
08031413-X,太和县国有资产投资控股集团
06654166-X,太湖县交通投资
MA2ND9CJ-9,安庆市金融控股集团
71996161-1,安徽国元金融控股集团
MA2U2EDY-8,安徽慎邑建设投资控股集团
70490159-5,安徽民航机场集团
MA2MQ97K-5,安徽省信保控股集团
70504670-3,安徽省农垦集团
76902234-8,安徽省含山县国家粮食储备库
71177878-3,安徽省国有资本运营控股集团
MA2UEE02-9,安徽省泾县客运城乡公交分
MA2T99D2-X,安徽省港口运营集团
MA2RYG6M-2,安徽省港航集团
14894160-8,安徽省能源集团
MA2UFBUF-3,安徽省路桥工程集团凤阳分
MA2MX5MG-5,巢湖市旅游开发总游客服务中心
MA05MRML-7,天津优创投投资
77732946-2,天津农村商业银行股份
10398133-1,天津北辰科技园区总
10431766-X,天津口岸经济发展
10312321-4,天津和平投资发展集团
MA05MRJ9-X,天津国有资本投资运营
66610645-0,天津市东丽城市基础设施投资集团
23882999-4,天津市国泰安居房产营销中心
10364327-9,天津市塘沽协通工贸
10371012-8,天津市大港燃料
73036235-3,天津市汉滨投资集团
MA05J66J-5,天津市河西城市基础设施投资
71281024-7,天津市滨海新区国有商业投资集团
56267125-2,天津市滨海新区环境建设投资
57513498-2,天津市红桥区国有资产投资
10398793-6,天津市辰宇实业
23968481-1,天津市金银泰物业管理服务中心
75484139-1,天津市长华城市环境景观建设发展
34102866-9,天津开发区一汽大众基地开发建设
71822543-6,天津房地产集团
08659693-2,天津未来科技城开发
68771945-9,天津泰达南港发展集团
69407402-X,天津泰达城市发展集团
56269733-X,天津泰达科技发展集团
MA05TBNX-6,天津津诚国有资本投资运营
66883902-5,天津滨海农村商业银行股份
66031665-X,天津滨海新城建设发展
68187252-4,天津滨海高新区资产管理
10306343-4,天津物产集团
69741101-X,天津环城城市基础设施投资
69162434-8,三菱瓦斯化学工程塑料上海
60742013-2,上海凯悦钢质家具配件
68224610-3,上海本多工程塑料
66436859-6,上海祺申工程塑料
66776368-X,上海聚毅工程塑料
78118770-0,东莞京洛塑料制品
71934916-6,东莞千石家电
61835424-9,东莞夏氏五金塑胶制品厂
78577351-2,东莞市裕正胶带
72245604-2,东莞康佳包装材料
05992222-9,东莞长安锦厦同兴吸塑
MA49184M-5,丹江口娇阳包装技术
MA1QF08H-4,亦臻包装科技苏州
MA1BGDUW-4,佳木斯市明盛塑料制品
60828202-6,利宾来塑胶工业昆山
MA5EQ1AE-1,力胜塑胶制品深圳
57691352-3,北京博瑞特塑料制品
58089062-7,北京斯维德通豪塑料制品
56749038-9,北京燕医平塑料制品
06763966-9,华烨海希德隆格篷房制造昆山
78384861-3,南京宁淮管业
MA5LBAH1-9,南宁东洋塑胶制品
61200371-2,厦门佛大工业
61200123-1,厦门瑞滢塑胶
71994455-5,合肥海尔塑胶
MA172BR3-2,吉林省信谊塑料
78567173-5,嘉兴众恒塑业
MA2BCNP9-1,嘉善宏兴塑胶
06677814-9,四川中鹏塑胶
06030855-X,四川欧宝路管业
42500256-2,上海医药工业研究院
79705105-8,上海质量监督检验技术研究
13241199-5,上海邮电设计咨询研究院
44135007-3,中信建筑设计研究总院
40175049-4,中国兵器工业北方勘察设计研究院
49350262-2,中国兵器工业第五二研究所烟台分所
49350262-3,中国运载火箭技术研究院
16305212-0,中国重型机械研究院股份
15439857-6,中土集团福州勘察设计研究院
79542423-6,中广核研究院
40136093-9,中海油天津化工研究设计院
71092607-8,中海油研究总院
45040272-8,中煤科工集团重庆研究院
13477926-7,中石化南京化工研究院
06198072-7,中石化胜利石油工程钻井工艺研究院
40000998-7,中航勘察设计研究院
MA1MYHL7-1,中航锂电技术研究院
18376661-4,中航长沙设计研究院
13475570-8,中通服咨询设计研究院
55678709-9,中铁二院重庆勘察设计研究院
30363581-2,中铁工程机械研究设计院
17766509-1,中铁武汉勘察设计研究院
39557945-8,中铁科学研究院
H1706520-X,中铁西北科学研究院
G5151927-1,中铁西南科学研究院
22052100-0,中铁西安勘察设计研究院
43120143-7,云南省水利水电勘测设计研究院
43120149-6,云南省药物研究所
MA6K7DEC-7,云南锡业研究院
78082875-6,保定华翼风电叶片研究开发
